"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.285402708E0,-1.125359802E0,1.006087830E1,2.963986359E0,1.054859810E1
3.295398708E0,-6.557862854E-1,1.026131149E1,3.115171967E0,1.074378265E1
3.305394708E0,-3.290158081E-1,1.038630157E1,3.189866638E0,1.087008560E1
3.315391708E0,-2.163002014E-1,1.053748718E1,3.117117920E0,1.099098931E1
3.325387708E0,-2.799179077E-1,1.051443512E1,2.963237915E0,1.092760170E1
3.335383708E0,-4.677772522E-1,1.046354095E1,2.752326508E0,1.082958014E1
3.345379708E0,-6.611750793E-1,1.049123337E1,2.584525452E0,1.082510517E1
3.355376708E0,-8.869056702E-1,1.055140823E1,2.324366455E0,1.084073322E1
3.365372708E0,-1.204844513E0,1.065993256E1,1.894161072E0,1.089374401E1
3.375368708E0,-1.654659119E0,1.073253159E1,1.403930511E0,1.094971013E1
3.385364708E0,-2.226170654E0,1.075363770E1,8.737330627E-1,1.101635007E1
3.395361708E0,-2.845133514E0,1.069735474E1,3.764671326E-1,1.107564493E1
3.405357708E0,-3.676804047E0,1.058643539E1,2.035766602E-2,1.120677995E1
3.415353708E0,-4.446802826E0,1.053239777E1,-3.598516846E-1,1.143831068E1
3.425350708E0,-4.974904633E0,1.058359131E1,-7.568261719E-1,1.171899599E1
3.435346708E0,-5.426216125E0,1.068792435E1,-1.158590698E0,1.204233701E1
3.445342708E0,-5.840704193E0,1.061263092E1,-1.564546509E0,1.221431809E1
3.455338708E0,-6.228547668E0,1.035471725E1,-1.811682587E0,1.221872208E1
3.465335708E0,-6.623725891E0,1.007554779E1,-1.895508270E0,1.220587398E1
3.475331708E0,-6.868167572E0,9.710007935E0,-1.951940918E0,1.205263678E1
3.485327708E0,-6.849755859E0,9.351653137E0,-1.870659943E0,1.174188828E1
3.495323708E0,-6.537205811E0,9.108109589E0,-1.604214020E0,1.132546788E1
3.505320708E0,-6.198460236E0,8.976832581E0,-1.260229340E0,1.098146668E1
3.515316708E0,-6.077062683E0,8.798852692E0,-9.370513916E-1,1.073445690E1
3.525312708E0,-6.115233307E0,8.438851318E0,-6.985972595E-1,1.044501451E1
3.535308708E0,-6.239624634E0,7.897576904E0,-4.802014160E-1,1.007646912E1
3.545305708E0,-6.383176117E0,7.430997162E0,-1.716929626E-1,9.797659651E0
3.555301708E0,-6.443800049E0,7.192692719E0,2.844085693E-1,9.661173627E0
3.565297708E0,-6.322552185E0,7.064559174E0,7.963439941E-1,9.514033120E0
3.575294792E0,-6.277346191E0,6.947652283E0,1.296304321E0,9.452796007E0
3.585290792E0,-6.317612457E0,6.750661926E0,1.630858612E0,9.388469706E0
3.595286792E0,-6.322252808E0,6.357429657E0,1.741029510E0,9.133398938E0
3.605282792E0,-6.399641876E0,5.801186371E0,1.786834259E0,8.820541714E0
3.615279792E0,-6.553970947E0,4.900359650E0,2.591261444E0,8.583862519E0
3.625275792E0,-6.520440674E0,4.004322968E0,2.843187561E0,8.162993600E0
3.635271792E0,-6.306984558E0,3.353925476E0,2.931653595E0,7.721493581E0
3.645267792E0,-6.860234070E0,2.621049500E0,3.312761078E0,8.056494146E0
3.655264792E0,-7.562872925E0,2.030826874E0,3.566633148E0,8.604776388E0
3.665260792E0,-8.136629791E0,1.426683197E0,3.937561798E0,9.151205506E0
3.675256792E0,-8.647816772E0,6.710545349E-1,4.124373322E0,9.604452322E0
3.685252792E0,-8.963061218E0,-4.041595459E-2,4.236639862E0,9.913990981E0
3.695249792E0,-9.030121765E0,-6.048921204E-1,4.434228973E0,1.007826276E1
3.705245792E0,-8.903185730E0,-9.951306152E-1,4.616998901E0,1.007837685E1
3.715241792E0,-8.330177307E0,-1.231339417E0,4.777165833E0,9.681392675E0
3.725237792E0,-7.608977051E0,-1.228495331E0,5.088518372E0,9.235732335E0
3.735234792E0,-7.207362213E0,-1.265318756E0,5.497018890E0,9.152284868E0
3.745230792E0,-6.850803680E0,-1.518292694E0,5.871689758E0,9.149615532E0
3.755226792E0,-6.540199585E0,-1.997745667E0,5.935756531E0,9.055297011E0
3.765223792E0,-6.306685181E0,-2.558329926E0,5.833070068E0,8.963483497E0
3.775219792E0,-5.999374237E0,-3.165766754E0,5.945037231E0,9.019869071E0
3.785215792E0,-5.668113098E0,-3.660787354E0,6.199358368E0,9.163018843E0
3.795211792E0,-4.937482452E0,-4.055217133E0,6.525380402E0,9.132584976E0
3.805208792E0,-4.089795227E0,-4.523293762E0,6.716532898E0,9.071847972E0
3.815204792E0,-3.608845367E0,-4.887037354E0,6.818470917E0,9.132274888E0
3.825200792E0,-3.341201935E0,-5.198090515E0,7.314090271E0,9.574951272E0
3.835196792E0,-3.049907684E0,-5.502856750E0,7.771988068E0,9.999358371E0
3.845193792E0,-2.352807312E0,-5.517825623E0,8.336763611E0,1.027052722E1
3.855189792E0,-1.718426514E0,-5.360053711E0,9.262588348E0,1.083875954E1
3.865185792E0,-1.402433624E0,-5.202281799E0,9.968670044E0,1.133159029E1
3.875181792E0,-1.592238922E0,-5.433101807E0,1.029454239E1,1.174867750E1
3.885178792E0,-1.764081573E0,-5.804629211E0,1.054631882E1,1.216678037E1
3.895174792E0,-1.529669037E0,-6.025569763E0,1.115884506E1,1.277369177E1
3.905170792E0,-1.390159149E0,-6.063590698E0,1.182376236E1,1.336042780E1
3.915166792E0,-7.571255493E-1,-6.402635651E0,1.172332123E1,1.337920936E1
3.925163792E0,-1.267863464E-1,-6.613547058E0,1.148337021E1,1.325227795E1
3.935159792E0,5.453160095E-1,-6.372248840E0,1.112711105E1,1.283415464E1
3.945155792E0,9.264234924E-1,-6.043981476E0,1.076381653E1,1.237932627E1
3.955151792E0,1.084345093E0,-5.706583099E0,1.039947418E1,1.191175714E1
3.965148792E0,1.154249725E0,-5.386698303E0,1.039468414E1,1.176427939E1
3.975144792E0,1.311422882E0,-4.929698639E0,1.043450134E1,1.161467076E1
3.985140792E0,1.384171600E0,-4.528832245E0,1.029184799E1,1.132909474E1
3.995136792E0,1.480720825E0,-4.482578430E0,9.785001984E0,1.086426746E1
4.005133792E0,1.574126587E0,-4.557123413E0,9.456734619E0,1.061485176E1
4.015129792E0,1.558858337E0,-4.496798859E0,9.453740845E0,1.058416058E1
4.025125792E0,1.542991333E0,-4.339326324E0,9.648934937E0,1.069170335E1
4.035121792E0,1.538350983E0,-3.946243744E0,1.007330246E1,1.092752423E1
4.045118792E0,1.515298920E0,-3.456611938E0,1.053883438E1,1.119425420E1
4.055114792E0,1.564845886E0,-2.965932312E0,1.080363373E1,1.131211735E1
4.065110792E0,1.904788971E0,-2.368674316E0,1.083282303E1,1.125117300E1
4.075106792E0,2.396815796E0,-1.675166473E0,1.080992065E1,1.119845048E1
4.085103792E0,2.852468262E0,-1.059945831E0,1.093565918E1,1.135115422E1
4.095099792E0,3.007096710E0,-3.740721130E-1,1.121737335E1,1.161946752E1
4.105095792E0,2.869981842E0,5.460644531E-1,1.137334900E1,1.174257423E1
4.115091792E0,2.722987518E0,1.606309662E0,1.125719055E1,1.169269990E1
4.125088792E0,2.644400940E0,2.728675690E0,1.092263626E1,1.156470969E1
4.135084792E0,2.251767426E0,3.564238129E0,1.007854156E1,1.092479977E1
4.145080792E0,1.960323486E0,4.225562897E0,8.961414642E0,1.009976249E1
4.155076792E0,2.041903839E0,5.104085999E0,8.173902283E0,9.850570729E0
4.165073792E0,2.080224152E0,5.998925171E0,7.968080292E0,1.018846108E1
4.175069792E0,1.921105042E0,6.405330048E0,8.050858154E0,1.046590725E1
4.185065792E0,1.470541992E0,6.347550201E0,8.092770996E0,1.038974637E1
4.195061792E0,1.280736694E0,6.189927979E0,7.979756012E0,1.017998040E1
4.205058792E0,1.489402771E0,6.142177277E0,8.117020569E0,1.028740420E1
4.215054792E0,2.139351196E0,6.178551636E0,7.975864105E0,1.031337637E1
4.225050792E0,3.256478119E0,6.259982300E0,8.055648193E0,1.070913143E1
4.235046792E0,3.888763275E0,6.597530365E0,8.042774963E0,1.110567944E1
4.245043792E0,4.412973175E0,7.243886261E0,7.625592499E0,1.140604583E1
4.255039792E0,5.016218719E0,8.137228546E0,7.855065308E0,1.237250943E1
4.265035792E0,5.075046387E0,8.933871918E0,8.277337189E0,1.319410756E1
4.275031792E0,4.547094269E0,9.043144684E0,8.269852753E0,1.307076878E1
4.285027792E0,3.731290741E0,8.919501801E0,7.735913086E0,1.238242279E1
4.295024792E0,2.970722351E0,8.791218567E0,6.756050720E0,1.147845532E1
4.305020792E0,2.498454437E0,8.780440979E0,5.676345978E0,1.074985219E1
4.315016792E0,2.330653381E0,9.092541962E0,4.825066223E0,1.055402902E1
4.325012792E0,2.295476532E0,9.731413422E0,4.494104462E0,1.096205248E1
4.335009792E0,1.996847534E0,1.027388535E1,4.172573090E0,1.126723064E1
4.345005792E0,9.792636108E-1,9.875563660E0,3.651506653E0,1.057446054E1
4.355001792E0,4.122427368E-1,9.848619690E0,3.263513489E0,1.038343749E1
4.364997792E0,2.457888794E-1,1.036714142E1,3.472029877E0,1.093585958E1
4.374994792E0,1.347198486E-2,1.098370926E1,3.603306885E0,1.155966570E1
4.384990792E0,-1.537303162E-1,1.139235947E1,3.406017151E0,1.189161217E1
4.394986792E0,-3.951782227E-1,1.116902390E1,2.649190979E0,1.148570735E1
4.404982792E0,-4.710704041E-1,1.055051010E1,1.791474609E0,1.071188835E1
4.414979792E0,-5.718109131E-1,9.960586853E0,1.346150665E0,1.006739191E1
4.424975792E0,-6.153703308E-1,9.450597382E0,1.008901978E0,9.524198376E0
4.434971792E0,-2.251318359E-1,9.143885193E0,6.385720825E-1,9.168920060E0
4.444967792E0,6.574328613E-1,9.053922272E0,6.831793213E-1,9.103431246E0
4.454964792E0,1.909579010E0,9.146130524E0,1.012494507E0,9.398049834E0
4.464960792E0,3.605252838E0,9.345366211E0,1.360520782E0,1.010864652E1
4.474956792E0,3.658542023E0,9.356742554E0,1.849853210E0,1.021545485E1
4.484952792E0,2.654430084E0,9.018595734E0,2.141746216E0,9.641999011E0
4.494948792E0,1.957180023E0,8.529113617E0,2.256707153E0,9.037093554E0
4.504945792E0,1.143322449E0,8.108488312E0,2.604134674E0,8.592804334E0
4.514941792E0,7.719447327E-1,7.847730560E0,3.091072083E0,8.469799303E0
4.524937792E0,7.993377686E-1,7.738008728E0,3.623065796E0,8.581510689E0
4.534933792E0,5.301974487E-1,7.823480988E0,4.077221375E0,8.838082271E0
4.544930792E0,2.595602417E-1,8.204738159E0,4.294419708E0,9.264293843E0
4.554926792E0,4.421804810E-1,9.255552979E0,3.273392944E0,9.827303083E0
4.564922792E0,-4.478686523E-1,7.378905487E0,1.482217712E0,7.539615498E0
4.574919042E0,-4.891827393E-1,6.312373352E0,1.435065765E0,6.491900403E0
4.584915042E0,-9.267228699E-1,5.769901428E0,2.757715302E0,6.461855109E0
4.594912042E0,-7.652087402E-1,5.737119598E0,4.665647736E0,7.434268928E0
4.604908042E0,2.071691895E-1,6.110742645E0,7.087311859E0,9.360239534E0
4.614904042E0,9.851014709E-1,6.293063507E0,8.705746307E0,1.078717257E1
4.624900042E0,2.944077759E0,6.521338806E0,8.818312225E0,1.135597130E1
4.634897042E0,3.777245178E0,7.511978760E0,9.171876984E0,1.244269800E1
4.644893042E0,2.434687042E0,8.456664276E0,1.012763947E1,1.341685331E1
4.654889042E0,1.545536041E0,8.261619873E0,1.066472260E1,1.357863589E1
4.664885042E0,1.636546783E0,6.982829132E0,1.227911545E1,1.422022729E1
4.674882042E0,1.717229004E0,5.644312592E0,1.247056732E1,1.379573084E1
4.684878042E0,8.762777710E-1,5.197940826E0,1.033346146E1,1.160029643E1
4.694874042E0,9.418414307E-1,5.165907440E0,1.036654266E1,1.162062269E1
4.704870042E0,1.213975525E0,4.402195587E0,9.795180817E0,1.080734148E1
4.714866042E0,1.181343384E0,4.068838806E0,8.933572540E0,9.887352515E0
4.724863042E0,2.521955566E0,5.045557709E0,7.932903442E0,9.733903097E0
4.734859042E0,4.157155151E0,7.122937775E0,7.652536469E0,1.125075535E1
4.744855042E0,5.270988922E0,9.356892242E0,8.258925476E0,1.354786355E1
4.754851042E0,4.494852905E0,1.095975906E1,8.209528198E0,1.441236881E1
4.764848042E0,5.426216125E-1,8.068371735E0,5.965394897E0,1.004883063E1
4.774844042E0,-7.581733704E-1,5.459896088E0,3.865112457E0,6.732338855E0
4.784840042E0,-3.664379883E-1,5.347180481E0,3.901337128E0,6.629256918E0
4.794836042E0,1.829196167E-1,6.179898834E0,4.713398438E0,7.774363898E0
4.804833042E0,6.002517700E-1,6.952891388E0,5.467081146E0,8.865211622E0
4.814829042E0,1.305585022E0,7.230264587E0,6.634054413E0,9.899088655E0
4.824825042E0,1.845961304E0,7.452552338E0,8.434210968E0,1.140543836E1
4.834821042E0,7.267387390E-1,6.631809082E0,9.802814941E0,1.185766510E1
4.844817042E0,-3.294648743E-1,6.084098053E0,1.031265472E1,1.197813189E1
4.854814042E0,-9.153465271E-1,6.814279633E0,1.089180038E1,1.288035643E1
4.864810042E0,-2.346370697E0,7.749534760E0,1.089419540E1,1.357365971E1
4.874806042E0,-4.177063751E0,8.743018799E0,1.050904633E1,1.429434482E1
4.884802042E0,-5.999823303E0,9.480385437E0,1.031744476E1,1.524221946E1
4.894798042E0,-6.866071930E0,9.903854828E0,1.015308655E1,1.575799640E1
4.904795042E0,-6.663543091E0,1.000414627E1,1.022149429E1,1.577861511E1
4.914791042E0,-5.579647064E0,9.243278503E0,1.000968475E1,1.472292253E1
4.924787042E0,-4.112098846E0,7.691904602E0,8.704099731E0,1.232217941E1
4.934783042E0,-2.075733490E0,6.943161621E0,7.800877991E0,1.064752836E1
4.944780042E0,-5.342390442E-1,6.454727325E0,7.270381165E0,9.736907028E0
4.954776042E0,4.062551880E-1,5.607339478E0,6.878346405E0,8.883633748E0
4.964772042E0,9.627978516E-1,4.382736053E0,6.859785004E0,8.197072972E0
4.974768042E0,1.351988525E0,3.112028503E0,7.690258026E0,8.405513838E0
4.984764042E0,1.794618073E0,2.347268829E0,9.156758423E0,9.621670842E0
4.994761042E0,2.491419067E0,1.908830566E0,1.056338333E1,1.101979449E1
5.004757042E0,3.557202759E0,1.585951996E0,1.114866623E1,1.180939007E1
5.014753042E0,4.796475677E0,1.158141632E0,1.082548828E1,1.189700246E1
5.024749042E0,5.732928314E0,7.309300232E-1,1.020532791E1,1.172814749E1
5.034746042E0,5.810018005E0,1.209484863E-1,1.008976822E1,1.164364034E1
5.044742042E0,5.657784576E0,-1.853146362E-1,1.011461655E1,1.159095922E1
5.054738042E0,5.583688660E0,-1.715432739E-1,9.814191284E0,1.129271255E1
5.064734042E0,5.154381409E0,-2.954855347E-1,9.560917969E0,1.086582311E1
5.074730042E0,4.924160156E0,-3.393443298E-1,9.822274475E0,1.099270593E1
5.084727042E0,4.680317230E0,-4.909790039E-1,1.018961060E1,1.122384042E1
5.094723042E0,4.664300537E0,-6.010002136E-1,1.063598236E1,1.162931733E1
5.104719042E0,5.201533356E0,-6.093827820E-1,1.103639969E1,1.221594919E1
5.114715042E0,6.105503540E0,-8.291258240E-1,1.090287735E1,1.252347227E1
5.124711042E0,7.293133850E0,-1.293460236E0,1.029124924E1,1.267961559E1
5.134708042E0,8.579409027E0,-1.588796082E0,9.635163574E0,1.299872722E1
5.144704042E0,1.003408401E1,-1.577868805E0,8.866661682E0,1.348295967E1
5.154700042E0,1.146435974E1,-1.465452576E0,7.993227997E0,1.405243002E1
5.164696042E0,1.268147873E1,-1.367107086E0,7.205266571E0,1.464939422E1
5.174693042E0,1.375265121E1,-1.125060425E0,6.628366241E0,1.530805067E1
5.184689042E0,1.425455750E1,-6.866221619E-1,6.406377869E0,1.564306673E1
5.194685042E0,1.450813019E1,-5.382806396E-1,5.867199097E0,1.565885094E1
5.204681042E0,1.468790634E1,-4.879852295E-1,4.777165833E0,1.545296204E1
5.214677042E0,1.455872498E1,-1.775308228E-1,4.054468689E0,1.511379193E1
5.224674042E0,1.432536026E1,4.281097412E-2,3.593277740E0,1.476920527E1
5.234670042E0,1.407403290E1,3.288661194E-1,3.711681519E0,1.455895376E1
5.244666042E0,1.379890503E1,7.875123596E-1,4.515060883E0,1.454014204E1
5.254662042E0,1.331256638E1,8.526269531E-1,5.377716980E0,1.438301902E1
5.264658042E0,1.289239014E1,8.256829834E-1,6.125561829E0,1.429748172E1
5.274655042E0,1.249182312E1,8.855584717E-1,6.552923126E0,1.413402491E1
5.284651042E0,1.188902664E1,9.797126770E-1,6.479725342E0,1.357555273E1
5.294647042E0,1.119147720E1,1.204994202E0,6.111191711E0,1.280811607E1
5.304643042E0,1.050395691E1,1.585502930E0,5.832920380E0,1.211898884E1
5.314640042E0,9.817783813E0,1.917662201E0,5.490731964E0,1.141115440E1
5.324636042E0,8.926836548E0,2.262395325E0,4.921016693E0,1.044141986E1
5.334632042E0,7.915240173E0,2.654879150E0,4.387825470E0,9.431459201E0
5.344628042E0,6.765181732E0,3.069067841E0,3.773053894E0,8.332034383E0
5.354624042E0,5.377716980E0,3.542682953E0,3.096460876E0,7.145523940E0
5.364621042E0,4.064048767E0,3.907773743E0,2.339634705E0,6.104185331E0
5.374617042E0,2.944975891E0,3.982618103E0,1.699116669E0,5.236518634E0
5.384613042E0,2.133812714E0,4.111350403E0,1.617835693E0,4.906500908E0
5.394609042E0,1.758842468E0,4.401596832E0,2.088007965E0,5.179513371E0
5.404605042E0,1.983824615E0,4.111350403E0,2.664608917E0,5.285726338E0
5.414602042E0,2.210153961E0,3.360362091E0,3.126099243E0,5.094046564E0
5.424598042E0,2.388433228E0,3.665278015E0,4.245321808E0,6.096034241E0
5.434594042E0,2.031575317E0,4.139791260E0,4.888683929E0,6.720446451E0
5.444590042E0,1.298849030E0,4.472100220E0,4.851411438E0,6.724796065E0
5.454586042E0,8.695417786E-1,4.716541901E0,4.772974548E0,6.766325180E0
5.464583042E0,4.866380310E-1,4.488565979E0,4.234993286E0,6.190251146E0
5.474579042E0,6.346801758E-2,4.019890594E0,3.641926575E0,5.424682272E0
5.484575042E0,-2.534230042E-1,3.929777985E0,3.111130371E0,5.018616384E0
5.494571042E0,-1.111887817E0,3.920197906E0,2.743345184E0,4.912248868E0
5.504567042E0,-2.262994080E0,4.110452271E0,2.334694977E0,5.240969443E0
5.514564042E0,-3.632795563E0,4.449048157E0,1.887874146E0,6.046098072E0
5.524560042E0,-5.250331879E0,4.692891083E0,1.741927643E0,7.254207294E0
5.534556042E0,-6.671925659E0,4.614154816E0,1.808838501E0,8.311252215E0
5.544552042E0,-7.613168335E0,4.351301422E0,1.911974030E0,8.974954086E0
5.554548042E0,-8.227191467E0,4.229604492E0,2.265838165E0,9.524193204E0
5.564545042E0,-8.655750275E0,4.334685974E0,2.715054016E0,1.005400585E1
5.574541042E0,-8.621471558E0,4.778962097E0,3.392694855E0,1.042490426E1
5.584538167E0,-8.497229919E0,5.455106049E0,4.154460754E0,1.091882056E1
5.594534167E0,-9.305698700E0,5.704188080E0,5.035678253E0,1.202047609E1
5.604530167E0,-9.986932068E0,6.143075409E0,7.565866699E0,1.395415804E1
5.614527167E0,-9.470056915E0,6.797813873E0,8.794661407E0,1.460268197E1
5.624523167E0,-9.303004303E0,6.821464691E0,8.801996155E0,1.451045850E1
5.634519167E0,-9.580826569E0,6.482120361E0,8.540639648E0,1.437889591E1
5.644515167E0,-9.851463776E0,6.490502930E0,8.020920410E0,1.426580285E1
5.654511167E0,-1.005893234E1,6.718927917E0,7.379803619E0,1.416995461E1
5.664508167E0,-1.064915497E1,6.891519012E0,7.085216217E0,1.452920592E1
5.674504167E0,-1.140463394E1,6.891668701E0,6.863976288E0,1.498916086E1
5.684500167E0,-1.175475586E1,6.732549591E0,6.969357147E0,1.523395708E1
5.694496167E0,-1.143172760E1,6.690337372E0,7.701933746E0,1.532203621E1
5.704492167E0,-1.044617706E1,6.807244263E0,8.650211792E0,1.517522170E1
5.714489167E0,-9.674531708E0,6.754703522E0,9.179660797E0,1.494954032E1
5.724485167E0,-9.179810486E0,6.620432739E0,9.315727844E0,1.465884837E1
5.734481167E0,-8.519234161E0,6.628815308E0,9.308842163E0,1.425387966E1
5.744477167E0,-7.869285736E0,6.334527283E0,9.402846680E0,1.380092097E1
5.754473167E0,-7.115603027E0,5.744005280E0,9.837692413E0,1.343151500E1
5.764470167E0,-6.279441833E0,5.354365540E0,1.086320984E1,1.364221199E1
5.774466167E0,-5.661077728E0,5.336253204E0,1.243060043E1,1.466435223E1
5.784462167E0,-5.030289459E0,5.168003082E0,1.362885864E1,1.541939868E1
5.794458167E0,-4.667294312E0,4.953499146E0,1.400772079E1,1.557360048E1
5.804454167E0,-4.367916870E0,4.757406921E0,1.379127090E1,1.522861686E1
5.814451167E0,-3.335663452E0,4.511767731E0,1.343067078E1,1.455560429E1
5.824447167E0,-2.146536255E0,4.237687683E0,1.320898178E1,1.403719397E1
5.834443167E0,-1.282233582E0,3.935915222E0,1.296558792E1,1.361036450E1
5.844439167E0,-7.348219299E-1,3.677851868E0,1.239662109E1,1.295155482E1
5.854435167E0,-1.519340515E-1,3.521576843E0,1.195923065E1,1.246787011E1
5.864431167E0,7.884104919E-1,3.264710999E0,1.153665939E1,1.201559149E1
5.874428167E0,1.680704956E0,2.830913086E0,1.074435699E1,1.123743944E1
5.884424167E0,2.622546387E0,2.385589142E0,1.007779312E1,1.068319705E1
5.894420167E0,3.864513702E0,2.025587769E0,9.569001160E0,1.051680822E1
5.904416167E0,4.815037079E0,1.627864838E0,8.939111023E0,1.028310419E1
5.914412167E0,5.959557037E0,1.087338867E0,8.700058136E0,1.060139790E1
5.924409167E0,7.490722961E0,7.979905701E-1,8.615783386E0,1.144462506E1
5.934405167E0,8.574169922E0,6.008505249E-1,8.080945587E0,1.179741890E1
5.944401167E0,9.195827179E0,4.137396240E-1,7.317533112E0,1.175928182E1
5.954397167E0,9.284891968E0,6.161187744E-1,6.687642975E0,1.145920546E1
5.964393167E0,9.227860565E0,6.890171814E-1,5.800587616E0,1.092130816E1
5.974390167E0,9.307345276E0,3.764671326E-1,4.852459259E0,1.050308357E1
5.984386167E0,9.377698975E0,-1.047821045E-2,4.360432434E0,1.034189145E1
5.994382167E0,9.178163910E0,-6.110293579E-1,4.348157959E0,1.017440550E1
6.004378167E0,8.726852417E0,-1.124761047E0,4.709955597E0,9.980316741E0
6.014374167E0,8.219108276E0,-1.444196777E0,5.836363220E0,1.018344641E1
6.024371167E0,7.619904327E0,-1.790576477E0,7.523953857E0,1.085720902E1
6.034367167E0,7.682474213E0,-2.010618896E0,9.021888885E0,1.201904644E1
6.044363167E0,8.454568634E0,-2.414778442E0,9.913135529E0,1.325070344E1
6.054359167E0,8.808432770E0,-2.896776123E0,1.031295410E1,1.386855515E1
6.064355167E0,9.481732635E0,-3.013084259E0,1.015009277E1,1.421289252E1
6.074352167E0,1.021640488E1,-2.693648529E0,9.884844360E0,1.446861497E1
6.084348167E0,1.095511871E1,-2.246079254E0,9.600435791E0,1.473865209E1
6.094344167E0,1.159758270E1,-1.768422546E0,9.087901611E0,1.483985170E1
6.104340167E0,1.177152100E1,-1.246607666E0,8.148754578E0,1.437097555E1
6.114336167E0,1.185654419E1,-5.375321960E-1,6.969506836E0,1.376374246E1
6.124332167E0,1.200713104E1,2.924917603E-1,5.854774933E0,1.336170411E1
6.134329167E0,1.217343521E1,1.142124939E0,5.033283234E0,1.322236417E1
6.144325167E0,1.258492950E1,1.996847534E0,4.587659912E0,1.354306000E1
6.154321167E0,1.302441559E1,2.796334991E0,4.618346100E0,1.409907839E1
6.164317167E0,1.301303925E1,3.403921509E0,4.690645752E0,1.424528096E1
6.174313167E0,1.272533752E1,3.814817047E0,4.896467743E0,1.415847593E1
6.184310167E0,1.231923203E1,4.104764099E0,5.195845184E0,1.398604208E1
6.194306167E0,1.170610703E1,4.300706635E0,5.605842590E0,1.367313023E1
6.204302167E0,1.102936432E1,4.425397339E0,6.023174744E0,1.332327486E1
6.214298167E0,1.018167709E1,4.425097961E0,6.321953430E0,1.277556792E1
6.224294167E0,9.303603058E0,4.390220490E0,6.641239471E0,1.224488169E1
6.234290167E0,8.675958252E0,4.423002319E0,6.952292633E0,1.196534889E1
6.244287167E0,8.001909943E0,4.400549011E0,6.790030060E0,1.137980239E1
6.254283167E0,7.379204865E0,4.387526093E0,6.509214020E0,1.077371416E1
6.264279167E0,6.856042786E0,4.500092010E0,5.953270111E0,1.013398124E1
6.274275167E0,6.236481171E0,4.600832520E0,5.057383118E0,9.254106184E0
6.284271167E0,5.787115631E0,4.575834503E0,4.354444885E0,8.566805647E0
6.294268167E0,5.664370880E0,4.340673523E0,4.174968109E0,8.267823342E0
