"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.197316104E1,1.972444033E0,-1.870041453E0,4.945186744E0,5.642912584E0
3.198315104E1,2.866098998E0,-1.769801466E0,3.105744501E0,4.581743075E0
3.199314104E1,3.111300817E0,-1.402520455E0,8.516826278E-1,3.517473483E0
3.200313104E1,2.235593735E0,-1.216098503E0,-3.102117473E-1,2.563787480E0
3.201312104E1,4.883973486E-1,-1.303824572E0,-7.490938139E-1,1.581022462E0
3.202311004E1,-1.154656838E0,-1.036084221E0,9.717253804E-2,1.554395519E0
3.203310004E1,-2.567410067E0,-1.028337538E0,1.001627457E0,2.941484337E0
3.204309004E1,-3.417847238E0,-1.040176541E0,1.199825263E0,3.768716975E0
3.205308004E1,-3.312437727E0,-1.017887832E0,1.042825184E0,3.618815234E0
3.206307004E1,-2.571169534E0,-1.099728679E0,7.367766541E-1,2.891912132E0
3.207305904E1,-1.630516258E0,-1.133325903E0,2.651864326E-1,2.003330904E0
3.208304904E1,-6.268623754E-1,-9.967540947E-1,-3.123202533E-1,1.218203227E0
3.209303904E1,1.746314078E-1,-7.316017952E-1,-1.026582204E0,1.272638337E0
3.210302904E1,6.618510175E-1,-4.027760947E-1,-2.126729397E0,2.263460465E0
3.211301904E1,8.937949327E-1,1.090534955E-1,-3.649690508E0,3.759122617E0
3.212300904E1,9.190731769E-1,6.245656621E-1,-5.209003174E0,5.326208016E0
3.213299804E1,9.451929085E-1,1.012072996E0,-6.390576938E0,6.538895547E0
3.214298804E1,8.795948964E-1,1.217680759E0,-6.887790243E0,7.049687088E0
3.215297804E1,7.019979271E-1,1.210523110E0,-6.612316219E0,6.758764167E0
3.216296804E1,8.161352111E-1,1.108440080E0,-5.666308647E0,5.831103650E0
3.217295804E1,1.239050725E0,7.697689106E-1,-4.453805451E0,4.686595126E0
3.218294704E1,1.679122699E0,5.473561031E-1,-3.481808760E0,3.904106042E0
3.219293704E1,2.021663410E0,3.554469770E-1,-2.767757310E0,3.445859257E0
3.220292704E1,2.084658972E0,2.727012742E-1,-2.311961002E0,3.124953230E0
3.221291704E1,1.874048112E0,4.075017413E-1,-2.246279229E0,2.953622245E0
3.222290704E1,1.644235433E0,6.157136355E-1,-2.559126901E0,3.103505105E0
3.223289704E1,1.445330260E0,9.562001458E-1,-3.003384313E0,3.467508560E0
3.224288604E1,1.203122654E0,1.213257487E0,-3.146233546E0,3.580263031E0
3.225287604E1,1.021953328E0,1.377071326E0,-2.875013956E0,3.347599034E0
3.226286604E1,8.971245566E-1,1.536535130E0,-2.606912102E0,3.156226129E0
3.227285604E1,7.958898117E-1,1.692932653E0,-2.185920176E0,2.877100724E0
3.228284604E1,8.248434694E-1,1.795302781E0,-1.544268950E0,2.507637417E0
3.229283504E1,1.023616350E0,1.740721655E0,-8.046084487E-1,2.173774842E0
3.230282504E1,1.265052123E0,1.499530879E0,9.152588189E-2,1.964007821E0
3.231281504E1,1.446893513E0,1.220738780E0,1.076128001E0,2.177557228E0
3.232280504E1,1.811492991E0,9.440649806E-1,1.947598776E0,2.822393760E0
3.233279454E1,2.364119189E0,7.611083803E-1,2.644519638E0,3.627923597E0
3.234278354E1,2.664468292E0,6.226642938E-1,3.237554190E0,4.238969124E0
3.235277354E1,2.403205926E0,4.949329642E-1,3.289013196E0,4.103408969E0
3.236276354E1,1.899033849E0,4.951737233E-1,3.138971304E0,3.701981553E0
3.237275354E1,1.614203842E0,8.242180366E-1,3.339640144E0,3.799761269E0
3.238274354E1,1.331306631E0,1.440412752E0,3.536496599E0,4.044004752E0
3.239273354E1,1.113873239E0,1.706963194E0,2.949846037E0,3.585530446E0
3.240272254E1,1.060765903E0,1.535780547E0,2.692825826E0,3.276454962E0
3.241271254E1,1.265375620E0,1.611886444E0,3.754507695E0,4.277345135E0
3.242270254E1,8.651044728E-1,6.103646757E-1,5.462233220E0,5.563896345E0
3.243269254E1,5.801678999E-1,-8.047500975E-1,7.384458588E0,7.450801712E0
3.244268254E1,1.095221352E0,-1.916678699E0,9.044865519E0,9.310357636E0
3.245267154E1,1.917389867E0,-2.663310543E0,9.337019311E0,9.896945820E0
3.246266154E1,2.403156224E0,-2.885600047E0,8.139576203E0,8.964069848E0
3.247265154E1,2.516397496E0,-2.593321711E0,5.787879277E0,6.823277833E0
3.248264154E1,2.412464992E0,-1.973279601E0,3.142789536E0,4.426166036E0
3.249263154E1,2.270148733E0,-1.144686019E0,6.457928091E-1,2.623152627E0
3.250262054E1,1.934232625E0,-4.740899062E-1,-1.294645466E0,2.375315552E0
3.251261054E1,1.221819272E0,1.030909435E-1,-2.639434315E0,2.910340801E0
3.252260054E1,5.464674725E-1,5.133988367E-1,-3.272270864E0,3.357076357E0
3.253259054E1,1.403613154E-1,3.196045683E-1,-2.728241242E0,2.750481531E0
3.254258054E1,-1.554636502E-1,-2.284179711E-1,-1.037298396E0,1.073467129E0
3.255257054E1,-1.308671182E-1,-9.130965916E-1,7.658490103E-1,1.198914632E0
3.256255954E1,3.250728844E-1,-1.649134669E0,2.165311080E0,2.741147499E0
3.257254954E1,8.488372996E-1,-2.242574287E0,3.094945863E0,3.915144198E0
3.258253954E1,1.329679205E0,-2.554089232E0,3.328493596E0,4.401168960E0
3.259252954E1,1.656567065E0,-2.637385451E0,2.722332630E0,4.136557918E0
3.260251954E1,1.711048497E0,-2.511327960E0,1.468569142E0,3.375077837E0
3.261250854E1,1.502557691E0,-2.204188047E0,9.238483787E-2,2.669205784E0
3.262249854E1,1.158704280E0,-1.886102439E0,-1.070673718E0,2.458926642E0
3.263248854E1,8.967312583E-1,-1.535315985E0,-2.244905133E0,2.863725053E0
3.264247854E1,7.000960471E-1,-1.178039341E0,-3.511669321E0,3.769579895E0
3.265246854E1,5.483396778E-1,-7.817796763E-1,-4.609941897E0,4.707804176E0
3.266245754E1,3.449030585E-1,-4.366641446E-1,-5.084380882E0,5.114739744E0
3.267244754E1,2.439399898E-1,-1.835813753E-1,-4.999588069E0,5.008901047E0
3.268243754E1,2.379236434E-1,-1.278086590E-1,-4.551799523E0,4.559804997E0
3.269242754E1,1.606729346E-1,-1.614976113E-1,-3.845069956E0,3.851812591E0
3.270241754E1,4.369222261E-2,-1.759140676E-1,-3.262287912E0,3.267319573E0
3.271240754E1,-1.633407998E-1,-7.931265637E-2,-3.059575471E0,3.064958854E0
3.272239654E1,-3.644530778E-1,1.378986874E-1,-3.097534425E0,3.121948368E0
3.273238654E1,-5.479240870E-1,2.888789119E-1,-3.244965536E0,3.303554625E0
3.274237654E1,-7.028159525E-1,4.324966148E-1,-3.246183511E0,3.349434426E0
3.275236654E1,-6.330004169E-1,4.995397662E-1,-3.104535881E0,3.207549305E0
3.276235654E1,-3.159195068E-1,5.603696662E-1,-2.926798652E0,2.996659748E0
3.277234554E1,-1.053098157E-2,4.701056135E-1,-2.502265068E0,2.546063758E0
3.278233554E1,1.781061888E-1,1.949840306E-1,-1.823965248E0,1.842983942E0
3.279232554E1,2.229132561E-1,-9.301516771E-2,-9.966409510E-1,1.025492724E0
3.280231554E1,1.683262090E-1,-4.189619185E-1,-1.803597057E-1,4.862020416E-1
3.281230554E1,2.217873017E-1,-6.034364560E-1,6.803709036E-1,9.360714343E-1
3.282229454E1,2.508946681E-1,-7.442213291E-1,1.331635537E0,1.545984064E0
3.283228454E1,2.436678750E-1,-7.839072588E-1,1.790805688E0,1.969992293E0
3.284227454E1,2.749857082E-1,-6.975139166E-1,2.227880965E0,2.350658716E0
3.285226454E1,4.369631566E-1,-5.505941449E-1,2.635061767E0,2.727203921E0
3.286225454E1,7.630988456E-1,-3.703364731E-1,2.994575483E0,3.112386749E0
3.287224354E1,1.021882358E0,3.104418352E-2,3.118821799E0,3.282111623E0
3.288223354E1,6.760224755E-1,4.977046175E-1,2.706687235E0,2.833879331E0
3.289222354E1,6.311886571E-2,6.277366072E-1,2.009136627E0,2.105864959E0
3.290221354E1,-4.892244007E-1,8.691313040E-1,1.359447818E0,1.686068833E0
3.291220354E1,-8.848488390E-1,9.795571411E-1,9.056723088E-1,1.600853520E0
3.292219254E1,-9.238328835E-1,4.726392120E-1,1.211458299E0,1.595144580E0
3.293218254E1,-5.978264911E-1,-4.514738993E-1,2.376417784E0,2.491703570E0
3.294217254E1,2.490573999E-1,-1.370373195E0,3.652750356E0,3.909288611E0
3.295216254E1,1.577830798E0,-2.067390829E0,4.530536124E0,5.223926917E0
3.296215254E1,2.830177799E0,-2.479686629E0,4.891601105E0,6.171427187E0
3.297214154E1,3.532562007E0,-2.671655397E0,4.463701279E0,6.288192586E0
3.298213154E1,3.173157050E0,-2.466996417E0,3.132883183E0,5.096072411E0
3.299212154E1,1.763402127E0,-1.790127703E0,1.043815117E0,2.720973035E0
3.300211154E1,-2.351092324E-3,-9.495256953E-1,-7.575874794E-1,1.214719458E0
3.301210154E1,-1.598703458E0,-1.039377666E-1,-1.802835749E0,2.411819343E0
3.302209154E1,-2.721442684E0,4.293342943E-1,-2.236545954E0,3.548621707E0
3.303208054E1,-3.172019767E0,5.597383131E-1,-2.319230846E0,3.969111751E0
3.304207054E1,-2.791241190E0,3.319056483E-1,-1.557868404E0,3.213742787E0
3.305206054E1,-1.740064866E0,-2.154073316E-1,-1.545302153E-2,1.753415197E0
3.306205054E1,-3.933623698E-1,-7.121647002E-1,1.282206100E0,1.518540416E0
3.307204054E1,1.055078609E0,-9.481198785E-1,1.816524666E0,2.304752489E0
3.308202954E1,2.190101227E0,-8.653942023E-1,1.308063657E0,2.693785634E0
3.309201954E1,2.870289698E0,-5.058999288E-1,5.450774431E-3,2.914537253E0
3.310200954E1,3.063719100E0,3.729164109E-2,-1.766956649E0,3.536933869E0
3.311199954E1,2.989529335E0,5.398327830E-1,-3.386276366E0,4.549238696E0
3.312198954E1,2.696278899E0,9.630697471E-1,-4.480008579E0,5.316756540E0
3.313197854E1,2.250876602E0,1.291419557E0,-5.243547939E0,5.850555951E0
3.314196854E1,1.776065442E0,1.622370063E0,-5.758857207E0,6.241067970E0
3.315195854E1,1.537456505E0,1.738490796E0,-5.802741145E0,6.249634193E0
3.316194854E1,1.567312827E0,1.675635128E0,-5.026811535E0,5.525672519E0
3.317193854E1,1.803681841E0,1.485079340E0,-3.806023419E0,4.465931381E0
3.318192754E1,2.044020824E0,1.172436759E0,-2.828292949E0,3.681286471E0
3.319191754E1,2.324925449E0,8.605864023E-1,-1.917439422E0,3.134080605E0
3.320190754E1,2.617959831E0,6.264087045E-1,-1.375103738E0,3.022749052E0
3.321189754E1,2.749054990E0,4.882425070E-1,-1.300747036E0,3.080199172E0
3.322188754E1,2.648750391E0,4.750971622E-1,-1.225347190E0,2.956868561E0
3.323187654E1,2.435231418E0,4.367823315E-1,-9.415426379E-1,2.647193496E0
3.324186654E1,2.219392854E0,4.447566180E-1,-6.558283854E-1,2.356612815E0
3.325185654E1,2.073895710E0,6.010320809E-1,-5.261540991E-1,2.222413354E0
3.326184654E1,1.787822731E0,6.803480995E-1,-4.622633278E-1,1.967961137E0
3.327183654E1,1.573465559E0,7.108718808E-1,-3.508984280E-1,1.761891712E0
3.328182554E1,1.591301321E0,6.061729530E-1,-5.858033001E-2,1.703853632E0
3.329181554E1,1.789914280E0,4.012442704E-1,4.108803356E-1,1.879790612E0
3.330180554E1,2.219695886E0,2.913283105E-1,8.882236326E-1,2.408498128E0
3.331179554E1,2.758070812E0,1.253850612E-1,1.340696383E0,3.069225115E0
3.332178554E1,3.166847904E0,-5.488883659E-2,1.691847410E0,3.590861469E0
3.333177629E1,3.307699436E0,-1.865206245E-1,2.249075952E0,4.004248761E0
3.334176529E1,3.379936523E0,-1.567004094E-1,2.935253726E0,4.479312486E0
3.335175529E1,3.531081785E0,-7.277298421E-3,3.539965752E0,4.999994905E0
3.336174529E1,3.629472882E0,-5.976102903E-2,3.705250751E0,5.187053876E0
3.337173529E1,3.752783352E0,-5.630722493E-2,3.301474198E0,4.998628338E0
3.338172429E1,3.655106784E0,1.772814390E-1,3.208697596E0,4.866926604E0
3.339171429E1,2.944696687E0,-3.935537200E-1,3.775341910E0,4.804095091E0
3.340170429E1,2.274911875E0,-1.396926424E0,5.216605139E0,5.859999714E0
3.341169429E1,1.968171619E0,-2.423677612E0,7.196332026E0,7.844431612E0
3.342168429E1,2.106010519E0,-3.363725117E0,9.080092070E0,9.909490349E0
3.343167329E1,2.520436460E0,-4.171959132E0,9.822199631E0,1.096510139E1
3.344166329E1,3.495205901E0,-4.140452287E0,8.805294569E0,1.033890816E1
3.345165329E1,4.296974649E0,-3.623429200E0,6.634611652E0,8.695475955E0
3.346164329E1,4.327850871E0,-3.039395268E0,4.148843334E0,6.721690098E0
3.347163329E1,3.521092694E0,-2.291891896E0,2.028677437E0,4.665446856E0
3.348162329E1,2.131352936E0,-1.510231138E0,3.929340613E-1,2.641564045E0
3.349161229E1,9.514880209E-1,-6.856866074E-1,-8.356583333E-1,1.440076535E0
3.350160229E1,6.781447224E-2,-2.753059164E-2,-1.806177433E0,1.807659718E0
3.351159229E1,-3.680874878E-1,2.288858946E-1,-2.215474927E0,2.257477864E0
3.352158229E1,-3.473517628E-1,-7.223694071E-2,-1.590694088E0,1.629778851E0
3.353157229E1,1.391387357E-1,-6.688694304E-1,-3.002118391E-1,7.462392720E-1
3.354156129E1,7.283568098E-1,-1.176184678E0,3.984585106E-1,1.439681640E0
3.355155129E1,1.215213527E0,-1.473531820E0,3.320949519E-1,1.938640502E0
3.356154129E1,1.541905944E0,-1.525283333E0,-2.050045502E-1,2.178529332E0
3.357153129E1,1.583158050E0,-1.460415346E0,-1.222706003E0,2.476734213E0
3.358152129E1,1.453536535E0,-1.232548182E0,-2.443842028E0,3.099081692E0
3.359151029E1,1.189382867E0,-9.740633896E-1,-3.725209052E0,4.029964463E0
3.360150029E1,8.925306916E-1,-7.001733765E-1,-4.816998820E0,4.948770698E0
3.361149029E1,6.728642482E-1,-3.849330238E-1,-5.619390589E0,5.672607013E0
3.362148029E1,4.341019678E-1,-1.425893238E-1,-6.157613926E0,6.174543343E0
3.363147029E1,3.188256461E-1,1.115061101E-1,-6.321989683E0,6.331005999E0
3.364145929E1,2.779715523E-1,2.088438320E-1,-6.114678991E0,6.124555746E0
3.365144929E1,3.638102861E-1,2.202844942E-1,-5.533218418E0,5.549539552E0
3.366143929E1,6.067859970E-1,1.375770906E-1,-4.647016752E0,4.688483913E0
3.367142929E1,8.042027982E-1,6.129489988E-3,-3.712641631E0,3.798748161E0
3.368141929E1,9.314736595E-1,-6.109302476E-2,-3.071466953E0,3.210184540E0
3.369140829E1,9.351033186E-1,-1.215618593E-1,-2.572618182E0,2.739992666E0
3.370139829E1,8.172002084E-1,-5.189959377E-2,-1.910886447E0,2.078941260E0
3.371138829E1,5.573376656E-1,1.564641818E-2,-1.161885020E0,1.288738485E0
3.372137829E1,4.029048065E-1,9.332960173E-2,-5.010175037E-1,6.496624021E-1
3.373136829E1,3.108660507E-1,1.870443888E-1,-2.995236218E-2,3.640335821E-1
3.374135729E1,3.395181383E-1,2.804742703E-1,1.457278168E-1,4.638695713E-1
3.375134729E1,2.583011169E-1,2.878291905E-1,3.576589787E-1,5.267685022E-1
3.376133729E1,-1.616559246E-1,1.252203159E-1,9.326835215E-1,9.548357538E-1
3.377132729E1,-6.805935363E-1,-9.134564146E-2,1.920535523E0,2.039609836E0
3.378131729E1,-1.097765768E0,-4.199940982E-1,2.901260353E0,3.130302918E0
3.379130629E1,-1.294998053E0,-8.576336315E-1,3.779896306E0,4.086584330E0
3.380129629E1,-1.139433466E0,-1.136861422E0,4.557866594E0,4.833726348E0
3.381128629E1,-8.543882076E-1,-1.023432601E0,4.553536146E0,4.744690183E0
3.382127629E1,-4.660039379E-1,-5.159400366E-1,3.686697536E0,3.751678626E0
3.383126629E1,-7.519248895E-2,-1.194865362E-1,2.505804972E0,2.509778775E0
3.384125529E1,2.399485342E-2,2.121029238E-1,1.410740179E0,1.426797552E0
3.385124529E1,-9.816780724E-2,4.736757772E-1,5.432057494E-1,7.273775817E-1
3.386123529E1,-4.410890982E-2,3.041398524E-1,1.967009193E-1,3.648806618E-1
3.387122529E1,4.655345526E-1,-3.108621038E-1,6.256281012E-1,8.395047280E-1
3.388121529E1,1.094853709E0,-1.172038563E0,1.604580640E0,2.268712866E0
3.389120429E1,1.820753957E0,-2.065099305E0,2.771026488E0,3.906196092E0
3.390119429E1,2.499880573E0,-2.756115796E0,3.694560871E0,5.243601548E0
3.391118429E1,3.093327061E0,-3.039718326E0,4.178836042E0,6.022560127E0
3.392117429E1,2.830955186E0,-3.061431962E0,4.250738668E0,5.954448098E0
3.393116429E1,2.104208261E0,-2.833659231E0,3.426691151E0,4.919301707E0
3.394115329E1,1.055548725E0,-1.913852740E0,2.145677299E0,3.062833083E0
3.395114329E1,-4.303392845E-1,-1.008653179E0,7.961831957E-1,1.355168187E0
3.396113329E1,-1.899360854E0,-1.287572967E-1,-3.400623679E-1,1.933854315E0
3.397112329E1,-3.108069354E0,8.522957084E-1,-1.603400672E0,3.599638426E0
3.398111329E1,-3.696271182E0,1.563141277E0,-2.856888172E0,4.926219781E0
3.399110229E1,-3.356633322E0,1.889706224E0,-3.316761158E0,5.083195988E0
3.400109229E1,-2.068059897E0,1.681950559E0,-2.904119056E0,3.942047300E0
3.401108229E1,-4.563288425E-1,1.180921653E0,-2.505611429E0,2.807294177E0
3.402107229E1,1.060884163E0,7.528160052E-1,-2.181397939E0,2.539823639E0
3.403106129E1,2.335650266E0,4.379643461E-1,-2.090085481E0,3.164732571E0
3.404105129E1,3.319664885E0,2.199473291E-1,-2.220667840E0,3.999989679E0
3.405104129E1,3.954747350E0,8.361781508E-2,-2.649581573E0,4.761018909E0
3.406103129E1,4.075577137E0,8.298967794E-2,-3.136972141E0,5.143715632E0
3.407102129E1,3.684727609E0,2.976867190E-1,-3.722942671E0,5.246535720E0
3.408101029E1,3.066067342E0,5.900867511E-1,-4.161030686E0,5.202225263E0
3.409100029E1,2.372608323E0,7.604352926E-1,-4.313033150E0,4.980942385E0
3.410099029E1,1.711574600E0,1.000340192E0,-3.979920782E0,4.446339792E0
3.411098029E1,1.380915286E0,1.073470295E0,-3.452196121E0,3.870003044E0
3.412097029E1,1.527311440E0,1.023229045E0,-2.703906884E0,3.269677408E0
3.413095929E1,1.797970281E0,9.360522486E-1,-1.965366710E0,2.823394632E0
3.414094929E1,2.016739762E0,8.072320944E-1,-1.292750968E0,2.527858380E0
3.415093929E1,2.092545989E0,6.792272613E-1,-6.579275358E-1,2.296294195E0
3.416092929E1,2.120092514E0,6.463951454E-1,-2.795015860E-1,2.233996439E0
3.417091929E1,2.167337286E0,6.062759370E-1,-3.370551449E-1,2.275637843E0
3.418090829E1,2.179989345E0,5.653834344E-1,-6.509716880E-1,2.344307171E0
3.419089829E1,2.218435080E0,7.864013886E-1,-1.128592143E0,2.610287642E0
3.420088829E1,2.178532219E0,1.161550120E0,-1.780380687E0,3.043839139E0
3.421087829E1,2.111440682E0,1.487371010E0,-2.247422360E0,3.423647402E0
3.422086829E1,2.107163590E0,1.754843411E0,-2.153251197E0,3.486560556E0
3.423085729E1,2.177937557E0,1.793423633E0,-1.440374452E0,3.167721404E0
3.424084729E1,2.424310573E0,1.695331912E0,-3.416925716E-1,2.977949943E0
3.425083729E1,2.867324867E0,1.510295311E0,8.682314175E-1,3.355051358E0
3.426082729E1,3.254029890E0,1.116847133E0,2.114541460E0,4.038235212E0
3.427081729E1,3.584845471E0,5.309100781E-1,3.648231043E0,5.142234174E0
3.428080629E1,3.870526687E0,1.147572351E-1,5.316980782E0,6.577570272E0
3.429079629E1,4.022787013E0,2.840089121E-1,6.306852996E0,7.485978301E0
3.430078629E1,3.858427043E0,4.785263349E-1,5.844971491E0,7.019981370E0
3.431077629E1,3.466575886E0,6.076534680E-1,4.385014129E0,5.622698642E0
3.432076629E1,3.058712129E0,1.361578398E0,3.529117997E0,4.864595509E0
3.433075433E1,2.524288021E0,8.071597351E-1,3.476778401E0,4.371673009E0
3.434074433E1,2.411723711E0,-5.914918370E-1,4.645993490E0,5.267972034E0
3.435073433E1,2.423312015E0,-1.475468271E0,6.318217644E0,6.925988878E0
3.436072433E1,2.491211199E0,-2.114635600E0,6.895186971E0,7.630296215E0
3.437071433E1,2.733277741E0,-2.399764547E0,6.524179968E0,7.469578391E0
3.438070333E1,3.129514602E0,-2.186087845E0,5.543169209E0,6.730495271E0
3.439069333E1,3.291005343E0,-1.810523230E0,3.941257823E0,5.444467261E0
3.440068333E1,3.240234261E0,-1.324709656E0,2.104474894E0,4.084456919E0
3.441067333E1,2.949799844E0,-6.796765468E-1,5.862149441E-1,3.083330551E0
3.442066333E1,1.931819187E0,-2.368721679E-1,-4.177034515E-1,1.990605428E0
3.443065233E1,6.341394545E-1,1.776018664E-2,-8.375247645E-1,1.050664553E0
3.444064233E1,-1.638249127E-1,-5.038355693E-2,-8.869974715E-1,9.034055674E-1
3.445063233E1,-3.340699220E-1,-4.269657335E-1,-5.256401289E-1,7.551158821E-1
3.446062233E1,-5.847150785E-2,-9.197072344E-1,3.121764117E-1,9.730027884E-1
3.447061133E1,4.284973751E-1,-1.434742414E0,9.153617299E-1,1.754988004E0
3.448060133E1,9.383006492E-1,-1.748523302E0,1.163233387E0,2.300185593E0
3.449059133E1,1.198010360E0,-1.963445315E0,1.172829838E0,2.581835811E0
3.450058133E1,1.272630553E0,-2.088062490E0,8.752539235E-1,2.597241406E0
3.451057133E1,1.261487807E0,-2.135386784E0,2.204242426E-1,2.489942781E0
3.452056033E1,1.204359706E0,-2.045790776E0,-6.281307095E-1,2.455664958E0
3.453055033E1,1.001516944E0,-1.857613927E0,-1.623430309E0,2.662572377E0
3.454054033E1,7.431176671E-1,-1.601259860E0,-2.453116297E0,3.022256867E0
3.455053033E1,4.407309562E-1,-1.356713076E0,-3.028109264E0,3.347291422E0
3.456052033E1,1.127525218E-2,-1.154486391E0,-3.453412927E0,3.641294660E0
3.457050933E1,-4.207729839E-1,-8.447561623E-1,-3.798522027E0,3.914004658E0
3.458049933E1,-5.863525730E-1,-6.261679454E-1,-4.196298752E0,4.283085202E0
3.459048933E1,-6.618033627E-1,-4.743093230E-1,-4.462736489E0,4.536404963E0
3.460047933E1,-6.495437980E-1,-3.117891799E-1,-4.503821365E0,4.561088305E0
3.461046933E1,-5.958282783E-1,-2.343502638E-1,-4.535461233E0,4.580430109E0
3.462045833E1,-5.611844026E-1,-1.175528620E-1,-4.490044740E0,4.526505095E0
3.463044833E1,-5.654977840E-1,1.167586640E-2,-4.192382872E0,4.230366203E0
3.464043833E1,-5.909214776E-1,1.451277463E-1,-3.664646516E0,3.714819557E0
3.465042833E1,-5.074638032E-1,2.642365524E-1,-2.877594332E0,2.933920518E0
3.466041833E1,-4.996263050E-1,3.858586380E-1,-1.960195432E0,2.059339570E0
3.467040733E1,-6.850529154E-1,3.226635392E-1,-8.074882025E-1,1.106998850E0
3.468039733E1,-1.005475436E0,-7.418567151E-2,5.033406025E-1,1.126870058E0
3.469038733E1,-1.269160669E0,-5.721387957E-1,2.017859504E0,2.451503331E0
3.470037733E1,-1.371261533E0,-1.041972221E0,3.324373063E0,3.743997939E0
3.471036633E1,-1.150170488E0,-1.394681240E0,4.159209863E0,4.535091465E0
3.472035633E1,-7.795895286E-1,-1.657112464E0,4.524786556E0,4.881339461E0
3.473034633E1,-3.158211640E-1,-1.591850228E0,4.534425691E0,4.816092452E0
3.474033633E1,1.797978796E-1,-1.283193548E0,4.476115503E0,4.659884436E0
3.475032633E1,5.665914326E-1,-6.774183521E-1,4.314315444E0,4.403775565E0
3.476031533E1,4.045289437E-1,6.799858645E-2,3.796291898E0,3.818389667E0
3.477030533E1,-2.898847609E-1,3.255444624E-1,2.525503657E0,2.562846287E0
3.478029533E1,-6.066599164E-1,9.249795225E-1,1.418021132E0,1.798445802E0
3.479028533E1,-8.967477036E-1,1.266791962E0,6.498531157E-1,1.682625149E0
3.480027533E1,-1.087638829E0,1.159851650E0,6.983300418E-1,1.736628608E0
3.481026433E1,-1.106329308E0,8.781572123E-1,1.639582658E0,2.164106263E0
3.482025433E1,-7.883575746E-1,3.342986213E-1,2.594542317E0,2.732199310E0
3.483024433E1,9.758103915E-2,-3.879402468E-1,2.957015893E0,2.983950852E0
3.484023433E1,1.304137251E0,-9.008879708E-1,2.912512735E0,3.315886538E0
3.485022433E1,2.385377473E0,-1.270720999E0,2.332945490E0,3.570349031E0
3.486021333E1,3.083042978E0,-1.497839280E0,1.451898145E0,3.722456815E0
3.487020333E1,3.129167570E0,-1.395463889E0,4.003319585E-1,3.449532551E0
3.488019333E1,2.182129134E0,-1.193600171E0,-5.598013169E-1,2.549460029E0
3.489018333E1,4.919909011E-1,-9.446495560E-1,-9.756278121E-1,1.444391726E0
3.490017233E1,-1.235117303E0,-5.179799840E-1,-1.040157684E0,1.695802472E0
3.491016233E1,-2.460368598E0,-9.894950688E-2,-1.397846484E0,2.831462420E0
